SalesKey,InvoiceNo,CustomerKey,ProductKey,TimeKey,Quantity,UnitPrice,TotalSales,CustomerID,Country,StockCode,ProductDescription,Category,Date,Year,Month,Day,Quarter,DayOfWeek,MonthName,DayName,PriceCategory,QuantityCategory,SalesCategory,IsWeekend,Season,TotalSpent,AvgTransactionValue,TransactionCount,TotalQuantity,UniqueInvoices,ProductTotalSales,ProductTotalQuantity,ProductCustomerCount
25,536369,184,7,4,25,2.43,60.75000000000001,12369,United Kingdom,KI26361,Kitchen Knowledge Almost,KI,2023-07-31,2023,7,31,3,1,July,Monday,Low,Large,Medium,0,Summer,2371.21,237.12,10,237,6,364.5,150,6
26,536369,233,7,4,25,2.43,60.75000000000001,12369,Norway,KI26361,Kitchen Knowledge Almost,KI,2023-07-31,2023,7,31,3,1,July,Monday,Low,Large,Medium,0,Summer,2371.21,237.12,10,237,6,364.5,150,6
27,536369,238,7,4,25,2.43,60.75000000000001,12369,Portugal,KI26361,Kitchen Knowledge Almost,KI,2023-07-31,2023,7,31,3,1,July,Monday,Low,Large,Medium,0,Summer,2371.21,237.12,10,237,6,364.5,150,6
28,536369,403,7,4,25,2.43,60.75000000000001,12369,Japan,KI26361,Kitchen Knowledge Almost,KI,2023-07-31,2023,7,31,3,1,July,Monday,Low,Large,Medium,0,Summer,2371.21,237.12,10,237,6,364.5,150,6
29,536369,4,8,4,37,5.21,192.77,12369,Belgium,TO57400,Toy All Better,TO,2023-07-31,2023,7,31,3,1,July,Monday,Medium,Large,Medium,0,Summer,2371.21,237.12,10,237,6,1156.62,222,6
30,536369,106,8,4,37,5.21,192.77,12369,Lithuania,TO57400,Toy All Better,TO,2023-07-31,2023,7,31,3,1,July,Monday,Medium,Large,Medium,0,Summer,2371.21,237.12,10,237,6,1156.62,222,6
31,536369,184,8,4,37,5.21,192.77,12369,United Kingdom,TO57400,Toy All Better,TO,2023-07-31,2023,7,31,3,1,July,Monday,Medium,Large,Medium,0,Summer,2371.21,237.12,10,237,6,1156.62,222,6
32,536369,233,8,4,37,5.21,192.77,12369,Norway,TO57400,Toy All Better,TO,2023-07-31,2023,7,31,3,1,July,Monday,Medium,Large,Medium,0,Summer,2371.21,237.12,10,237,6,1156.62,222,6
33,536369,238,8,4,37,5.21,192.77,12369,Portugal,TO57400,Toy All Better,TO,2023-07-31,2023,7,31,3,1,July,Monday,Medium,Large,Medium,0,Summer,2371.21,237.12,10,237,6,1156.62,222,6
34,536369,403,8,4,37,5.21,192.77,12369,Japan,TO57400,Toy All Better,TO,2023-07-31,2023,7,31,3,1,July,Monday,Medium,Large,Medium,0,Summer,2371.21,237.12,10,237,6,1156.62,222,6
35,536370,5,9,5,7,9.81,68.67,12543,Poland,HO40512,Home Early Mouth,HO,2023-03-26,2023,3,26,1,7,March,Sunday,Medium,Medium,Medium,1,Spring,1153.4,288.35,4,83,4,206.01,21,3
36,536370,30,9,5,7,9.81,68.67,12543,Spain,HO40512,Home Early Mouth,HO,2023-03-26,2023,3,26,1,7,March,Sunday,Medium,Medium,Medium,1,Spring,1153.4,288.35,4,83,4,206.01,21,3
37,536370,421,9,5,7,9.81,68.67,12543,EIRE,HO40512,Home Early Mouth,HO,2023-03-26,2023,3,26,1,7,March,Sunday,Medium,Medium,Medium,1,Spring,1153.4,288.35,4,83,4,206.01,21,3
38,536371,6,10,6,43,7.04,302.72,12387,Italy,GI37460,Gift Agreement Option,GI,2023-08-22,2023,8,22,3,2,August,Tuesday,Medium,Large,High,0,Summer,527.18,263.59,2,72,2,605.44,86,2
39,536371,364,10,6,43,7.04,302.72,12387,Australia,GI37460,Gift Agreement Option,GI,2023-08-22,2023,8,22,3,2,August,Tuesday,Medium,Large,High,0,Summer,527.18,263.59,2,72,2,605.44,86,2
40,536372,7,11,7,11,11.83,130.13,12501,Norway,KI42087,Kitchen Sense Rate,KI,2023-03-19,2023,3,19,1,7,March,Sunday,Medium,Medium,Medium,1,Spring,1158.36,144.79,8,139,3,390.39,33,3
41,536372,122,11,7,11,11.83,130.13,12501,Japan,KI42087,Kitchen Sense Rate,KI,2023-03-19,2023,3,19,1,7,March,Sunday,Medium,Medium,Medium,1,Spring,1158.36,144.79,8,139,3,390.39,33,3
42,536372,315,11,7,11,11.83,130.13,12501,Australia,KI42087,Kitchen Sense Rate,KI,2023-03-19,2023,3,19,1,7,March,Sunday,Medium,Medium,Medium,1,Spring,1158.36,144.79,8,139,3,390.39,33,3
43,536372,7,12,7,21,21.15,444.15,12501,Norway,GA99733,Garden Science Offer,GA,2023-03-19,2023,3,19,1,7,March,Sunday,High,Large,High,1,Spring,1158.36,144.79,8,139,3,1332.45,63,3
44,536372,122,12,7,21,21.15,444.15,12501,Japan,GA99733,Garden Science Offer,GA,2023-03-19,2023,3,19,1,7,March,Sunday,High,Large,High,1,Spring,1158.36,144.79,8,139,3,1332.45,63,3
45,536372,315,12,7,21,21.15,444.15,12501,Australia,GA99733,Garden Science Offer,GA,2023-03-19,2023,3,19,1,7,March,Sunday,High,Large,High,1,Spring,1158.36,144.79,8,139,3,1332.45,63,3
46,536373,8,13,8,5,5.67,28.35,12354,Portugal,OF45093,Office Discussion List,OF,2023-06-12,2023,6,12,2,1,June,Monday,Medium,Small,Low,0,Summer,6393.14,376.07,17,441,5,113.4,20,4
47,536373,166,13,8,5,5.67,28.35,12354,Lithuania,OF45093,Office Discussion List,OF,2023-06-12,2023,6,12,2,1,June,Monday,Medium,Small,Low,0,Summer,6393.14,376.07,17,441,5,113.4,20,4
48,536373,305,13,8,5,5.67,28.35,12354,Italy,OF45093,Office Discussion List,OF,2023-06-12,2023,6,12,2,1,June,Monday,Medium,Small,Low,0,Summer,6393.14,376.07,17,441,5,113.4,20,4
49,536373,394,13,8,5,5.67,28.35,12354,Poland,OF45093,Office Discussion List,OF,2023-06-12,2023,6,12,2,1,June,Monday,Medium,Small,Low,0,Summer,6393.14,376.07,17,441,5,113.4,20,4
50,536373,8,14,8,32,10.19,326.08,12354,Portugal,GA95909,Garden Perform Fall,GA,2023-06-12,2023,6,12,2,1,June,Monday,Medium,Large,High,0,Summer,6393.14,376.07,17,441,5,1304.32,128,4
51,536373,166,14,8,32,10.19,326.08,12354,Lithuania,GA95909,Garden Perform Fall,GA,2023-06-12,2023,6,12,2,1,June,Monday,Medium,Large,High,0,Summer,6393.14,376.07,17,441,5,1304.32,128,4
52,536373,305,14,8,32,10.19,326.08,12354,Italy,GA95909,Garden Perform Fall,GA,2023-06-12,2023,6,12,2,1,June,Monday,Medium,Large,High,0,Summer,6393.14,376.07,17,441,5,1304.32,128,4
53,536373,394,14,8,32,10.19,326.08,12354,Poland,GA95909,Garden Perform Fall,GA,2023-06-12,2023,6,12,2,1,June,Monday,Medium,Large,High,0,Summer,6393.14,376.07,17,441,5,1304.32,128,4
54,536373,8,15,8,9,6.54,58.86,12354,Portugal,GA44718,Garden Table True,GA,2023-06-12,2023,6,12,2,1,June,Monday,Medium,Medium,Medium,0,Summer,6393.14,376.07,17,441,5,235.44,36,4
55,536373,166,15,8,9,6.54,58.86,12354,Lithuania,GA44718,Garden Table True,GA,2023-06-12,2023,6,12,2,1,June,Monday,Medium,Medium,Medium,0,Summer,6393.14,376.07,17,441,5,235.44,36,4
56,536373,305,15,8,9,6.54,58.86,12354,Italy,GA44718,Garden Table True,GA,2023-06-12,2023,6,12,2,1,June,Monday,Medium,Medium,Medium,0,Summer,6393.14,376.07,17,441,5,235.44,36,4
57,536373,394,15,8,9,6.54,58.86,12354,Poland,GA44718,Garden Table True,GA,2023-06-12,2023,6,12,2,1,June,Monday,Medium,Medium,Medium,0,Summer,6393.14,376.07,17,441,5,235.44,36,4
58,536374,9,16,9,24,5.87,140.88,12537,Lithuania,KI62350,Kitchen Song Sure,KI,2023-01-03,2023,1,3,1,2,January,Tuesday,Medium,Large,Medium,0,Winter,2058.35,294.05,7,177,3,422.64,72,3
59,536374,335,16,9,24,5.87,140.88,12537,Switzerland,KI62350,Kitchen Song Sure,KI,2023-01-03,2023,1,3,1,2,January,Tuesday,Medium,Large,Medium,0,Winter,2058.35,294.05,7,177,3,422.64,72,3
60,536374,351,16,9,24,5.87,140.88,12537,Japan,KI62350,Kitchen Song Sure,KI,2023-01-03,2023,1,3,1,2,January,Tuesday,Medium,Large,Medium,0,Winter,2058.35,294.05,7,177,3,422.64,72,3
61,536374,9,17,9,49,1.65,80.85,12537,Lithuania,OF21915,Office Collection Save,OF,2023-01-03,2023,1,3,1,2,January,Tuesday,Low,Large,Medium,0,Winter,2058.35,294.05,7,177,3,242.55,147,3
62,536374,335,17,9,49,1.65,80.85,12537,Switzerland,OF21915,Office Collection Save,OF,2023-01-03,2023,1,3,1,2,January,Tuesday,Low,Large,Medium,0,Winter,2058.35,294.05,7,177,3,242.55,147,3
63,536374,351,17,9,49,1.65,80.85,12537,Japan,OF21915,Office Collection Save,OF,2023-01-03,2023,1,3,1,2,January,Tuesday,Low,Large,Medium,0,Winter,2058.35,294.05,7,177,3,242.55,147,3
64,536374,9,18,9,28,15.11,423.08,12537,Lithuania,TO99192,Toy Knowledge Grow,TO,2023-01-03,2023,1,3,1,2,January,Tuesday,High,Large,High,0,Winter,2058.35,294.05,7,177,3,1269.24,84,3
65,536374,335,18,9,28,15.11,423.08,12537,Switzerland,TO99192,Toy Knowledge Grow,TO,2023-01-03,2023,1,3,1,2,January,Tuesday,High,Large,High,0,Winter,2058.35,294.05,7,177,3,1269.24,84,3
66,536374,351,18,9,28,15.11,423.08,12537,Japan,TO99192,Toy Knowledge Grow,TO,2023-01-03,2023,1,3,1,2,January,Tuesday,High,Large,High,0,Winter,2058.35,294.05,7,177,3,1269.24,84,3
67,536374,9,19,9,17,24.29,412.93,12537,Lithuania,OF79352,Office Fall Clearly,OF,2023-01-03,2023,1,3,1,2,January,Tuesday,High,Medium,High,0,Winter,2058.35,294.05,7,177,3,1238.79,51,3
68,536374,335,19,9,17,24.29,412.93,12537,Switzerland,OF79352,Office Fall Clearly,OF,2023-01-03,2023,1,3,1,2,January,Tuesday,High,Medium,High,0,Winter,2058.35,294.05,7,177,3,1238.79,51,3
69,536374,351,19,9,17,24.29,412.93,12537,Japan,OF79352,Office Fall Clearly,OF,2023-01-03,2023,1,3,1,2,January,Tuesday,High,Medium,High,0,Winter,2058.35,294.05,7,177,3,1238.79,51,3
70,536375,10,20,10,49,7.04,344.96,12520,Netherlands,DE80381,Decor Source Great,DE,2023-03-25,2023,3,25,1,6,March,Saturday,Medium,Large,High,1,Spring,895.66,298.55,3,93,3,1034.88,147,3
71,536375,183,20,10,49,7.04,344.96,12520,Belgium,DE80381,Decor Source Great,DE,2023-03-25,2023,3,25,1,6,March,Saturday,Medium,Large,High,1,Spring,895.66,298.55,3,93,3,1034.88,147,3
72,536375,310,20,10,49,7.04,344.96,12520,Portugal,DE80381,Decor Source Great,DE,2023-03-25,2023,3,25,1,6,March,Saturday,Medium,Large,High,1,Spring,895.66,298.55,3,93,3,1034.88,147,3
73,536376,11,21,11,1,23.87,23.87,12421,Lithuania,GA69470,Garden Best Husband,GA,2023-02-09,2023,2,9,1,4,February,Thursday,High,Small,Low,0,Winter,23.87,23.87,1,1,1,47.74,2,2
74,536376,107,21,11,1,23.87,23.87,12421,Netherlands,GA69470,Garden Best Husband,GA,2023-02-09,2023,2,9,1,4,February,Thursday,High,Small,Low,0,Winter,23.87,23.87,1,1,1,47.74,2,2
75,536377,12,22,12,41,7.81,320.21,12474,Norway,KI23947,Kitchen Her Throw,KI,2023-02-07,2023,2,7,1,2,February,Tuesday,Medium,Large,High,0,Winter,1478.43,211.2,7,135,5,960.63,123,3
76,536377,111,22,12,41,7.81,320.21,12474,Italy,KI23947,Kitchen Her Throw,KI,2023-02-07,2023,2,7,1,2,February,Tuesday,Medium,Large,High,0,Winter,1478.43,211.2,7,135,5,960.63,123,3
77,536377,258,22,12,41,7.81,320.21,12474,Germany,KI23947,Kitchen Her Throw,KI,2023-02-07,2023,2,7,1,2,February,Tuesday,Medium,Large,High,0,Winter,1478.43,211.2,7,135,5,960.63,123,3
78,536377,12,23,12,24,19.18,460.32,12474,Norway,GA30032,Garden Guy Pm,GA,2023-02-07,2023,2,7,1,2,February,Tuesday,High,Large,High,0,Winter,1478.43,211.2,7,135,5,1380.96,72,3
79,536377,111,23,12,24,19.18,460.32,12474,Italy,GA30032,Garden Guy Pm,GA,2023-02-07,2023,2,7,1,2,February,Tuesday,High,Large,High,0,Winter,1478.43,211.2,7,135,5,1380.96,72,3
80,536377,258,23,12,24,19.18,460.32,12474,Germany,GA30032,Garden Guy Pm,GA,2023-02-07,2023,2,7,1,2,February,Tuesday,High,Large,High,0,Winter,1478.43,211.2,7,135,5,1380.96,72,3
81,536377,12,24,12,21,12.47,261.87,12474,Norway,HO88504,Home Everything Surface,HO,2023-02-07,2023,2,7,1,2,February,Tuesday,Medium,Large,High,0,Winter,1478.43,211.2,7,135,5,785.61,63,3
82,536377,111,24,12,21,12.47,261.87,12474,Italy,HO88504,Home Everything Surface,HO,2023-02-07,2023,2,7,1,2,February,Tuesday,Medium,Large,High,0,Winter,1478.43,211.2,7,135,5,785.61,63,3
83,536377,258,24,12,21,12.47,261.87,12474,Germany,HO88504,Home Everything Surface,HO,2023-02-07,2023,2,7,1,2,February,Tuesday,Medium,Large,High,0,Winter,1478.43,211.2,7,135,5,785.61,63,3
84,536378,13,25,13,37,23.7,876.9,12424,Switzerland,HO41571,Home Show Machine,HO,2023-01-17,2023,1,17,1,2,January,Tuesday,High,Large,Premium,0,Winter,3004.3,375.54,8,282,2,1753.8,74,2
85,536378,255,25,13,37,23.7,876.9,12424,Belgium,HO41571,Home Show Machine,HO,2023-01-17,2023,1,17,1,2,January,Tuesday,High,Large,Premium,0,Winter,3004.3,375.54,8,282,2,1753.8,74,2
86,536378,13,26,13,49,13.55,663.95,12424,Switzerland,TO19071,Toy Not Capital,TO,2023-01-17,2023,1,17,1,2,January,Tuesday,Medium,Large,Premium,0,Winter,3004.3,375.54,8,282,2,1327.9,98,2
87,536378,255,26,13,49,13.55,663.95,12424,Belgium,TO19071,Toy Not Capital,TO,2023-01-17,2023,1,17,1,2,January,Tuesday,Medium,Large,Premium,0,Winter,3004.3,375.54,8,282,2,1327.9,98,2
88,536378,13,27,13,17,13.43,228.31,12424,Switzerland,KI31643,Kitchen Win Human,KI,2023-01-17,2023,1,17,1,2,January,Tuesday,Medium,Medium,High,0,Winter,3004.3,375.54,8,282,2,456.62,34,2
89,536378,255,27,13,17,13.43,228.31,12424,Belgium,KI31643,Kitchen Win Human,KI,2023-01-17,2023,1,17,1,2,January,Tuesday,Medium,Medium,High,0,Winter,3004.3,375.54,8,282,2,456.62,34,2
90,536378,13,28,13,46,8.14,374.44000000000005,12424,Switzerland,KI36365,Kitchen Bar Old,KI,2023-01-17,2023,1,17,1,2,January,Tuesday,Medium,Large,High,0,Winter,3004.3,375.54,8,282,2,748.88,92,2
91,536378,255,28,13,46,8.14,374.44000000000005,12424,Belgium,KI36365,Kitchen Bar Old,KI,2023-01-17,2023,1,17,1,2,January,Tuesday,Medium,Large,High,0,Winter,3004.3,375.54,8,282,2,748.88,92,2
92,536378,13,29,13,29,3.46,100.34,12424,Switzerland,OF77839,Office Finally Themselves,OF,2023-01-17,2023,1,17,1,2,January,Tuesday,Low,Large,Medium,0,Winter,3004.3,375.54,8,282,2,200.68,58,2
93,536378,255,29,13,29,3.46,100.34,12424,Belgium,OF77839,Office Finally Themselves,OF,2023-01-17,2023,1,17,1,2,January,Tuesday,Low,Large,Medium,0,Winter,3004.3,375.54,8,282,2,200.68,58,2
94,536378,13,30,13,36,6.14,221.04,12424,Switzerland,HO87110,Home Production Present,HO,2023-01-17,2023,1,17,1,2,January,Tuesday,Medium,Large,High,0,Winter,3004.3,375.54,8,282,2,442.08,72,2
95,536378,255,30,13,36,6.14,221.04,12424,Belgium,HO87110,Home Production Present,HO,2023-01-17,2023,1,17,1,2,January,Tuesday,Medium,Large,High,0,Winter,3004.3,375.54,8,282,2,442.08,72,2
96,536379,14,31,14,3,21.56,64.67999999999999,12527,France,GA18834,Garden Training High,GA,2023-12-10,2023,12,10,4,7,December,Sunday,High,Small,Medium,1,Winter,5289.58,406.89,13,395,5,323.4,15,5
97,536379,223,31,14,3,21.56,64.67999999999999,12527,Germany,GA18834,Garden Training High,GA,2023-12-10,2023,12,10,4,7,December,Sunday,High,Small,Medium,1,Winter,5289.58,406.89,13,395,5,323.4,15,5
98,536379,248,31,14,3,21.56,64.67999999999999,12527,Portugal,GA18834,Garden Training High,GA,2023-12-10,2023,12,10,4,7,December,Sunday,High,Small,Medium,1,Winter,5289.58,406.89,13,395,5,323.4,15,5
99,536379,270,31,14,3,21.56,64.67999999999999,12527,EIRE,GA18834,Garden Training High,GA,2023-12-10,2023,12,10,4,7,December,Sunday,High,Small,Medium,1,Winter,5289.58,406.89,13,395,5,323.4,15,5
100,536379,302,31,14,3,21.56,64.67999999999999,12527,Norway,GA18834,Garden Training High,GA,2023-12-10,2023,12,10,4,7,December,Sunday,High,Small,Medium,1,Winter,5289.58,406.89,13,395,5,323.4,15,5
101,536379,14,32,14,32,5.75,184.0,12527,France,GI97684,Gift Participant Dark,GI,2023-12-10,2023,12,10,4,7,December,Sunday,Medium,Large,Medium,1,Winter,5289.58,406.89,13,395,5,920.0,160,5
102,536379,223,32,14,32,5.75,184.0,12527,Germany,GI97684,Gift Participant Dark,GI,2023-12-10,2023,12,10,4,7,December,Sunday,Medium,Large,Medium,1,Winter,5289.58,406.89,13,395,5,920.0,160,5
103,536379,248,32,14,32,5.75,184.0,12527,Portugal,GI97684,Gift Participant Dark,GI,2023-12-10,2023,12,10,4,7,December,Sunday,Medium,Large,Medium,1,Winter,5289.58,406.89,13,395,5,920.0,160,5
104,536379,270,32,14,32,5.75,184.0,12527,EIRE,GI97684,Gift Participant Dark,GI,2023-12-10,2023,12,10,4,7,December,Sunday,Medium,Large,Medium,1,Winter,5289.58,406.89,13,395,5,920.0,160,5
105,536379,302,32,14,32,5.75,184.0,12527,Norway,GI97684,Gift Participant Dark,GI,2023-12-10,2023,12,10,4,7,December,Sunday,Medium,Large,Medium,1,Winter,5289.58,406.89,13,395,5,920.0,160,5
106,536379,14,33,14,16,19.72,315.52,12527,France,KI71953,Kitchen Sea Available,KI,2023-12-10,2023,12,10,4,7,December,Sunday,High,Medium,High,1,Winter,5289.58,406.89,13,395,5,1577.6,80,5
107,536379,223,33,14,16,19.72,315.52,12527,Germany,KI71953,Kitchen Sea Available,KI,2023-12-10,2023,12,10,4,7,December,Sunday,High,Medium,High,1,Winter,5289.58,406.89,13,395,5,1577.6,80,5
108,536379,248,33,14,16,19.72,315.52,12527,Portugal,KI71953,Kitchen Sea Available,KI,2023-12-10,2023,12,10,4,7,December,Sunday,High,Medium,High,1,Winter,5289.58,406.89,13,395,5,1577.6,80,5
109,536379,270,33,14,16,19.72,315.52,12527,EIRE,KI71953,Kitchen Sea Available,KI,2023-12-10,2023,12,10,4,7,December,Sunday,High,Medium,High,1,Winter,5289.58,406.89,13,395,5,1577.6,80,5
110,536379,302,33,14,16,19.72,315.52,12527,Norway,KI71953,Kitchen Sea Available,KI,2023-12-10,2023,12,10,4,7,December,Sunday,High,Medium,High,1,Winter,5289.58,406.89,13,395,5,1577.6,80,5
111,536379,14,34,14,43,11.06,475.58000000000004,12527,France,HO22704,Home Answer Recently,HO,2023-12-10,2023,12,10,4,7,December,Sunday,Medium,Large,High,1,Winter,5289.58,406.89,13,395,5,2377.9,215,5
112,536379,223,34,14,43,11.06,475.58000000000004,12527,Germany,HO22704,Home Answer Recently,HO,2023-12-10,2023,12,10,4,7,December,Sunday,Medium,Large,High,1,Winter,5289.58,406.89,13,395,5,2377.9,215,5
113,536379,248,34,14,43,11.06,475.58000000000004,12527,Portugal,HO22704,Home Answer Recently,HO,2023-12-10,2023,12,10,4,7,December,Sunday,Medium,Large,High,1,Winter,5289.58,406.89,13,395,5,2377.9,215,5
114,536379,270,34,14,43,11.06,475.58000000000004,12527,EIRE,HO22704,Home Answer Recently,HO,2023-12-10,2023,12,10,4,7,December,Sunday,Medium,Large,High,1,Winter,5289.58,406.89,13,395,5,2377.9,215,5
115,536379,302,34,14,43,11.06,475.58000000000004,12527,Norway,HO22704,Home Answer Recently,HO,2023-12-10,2023,12,10,4,7,December,Sunday,Medium,Large,High,1,Winter,5289.58,406.89,13,395,5,2377.9,215,5
116,536379,14,35,14,44,16.51,726.44,12527,France,TO17100,Toy Drive Spring,TO,2023-12-10,2023,12,10,4,7,December,Sunday,High,Large,Premium,1,Winter,5289.58,406.89,13,395,5,3632.2,220,5
117,536379,223,35,14,44,16.51,726.44,12527,Germany,TO17100,Toy Drive Spring,TO,2023-12-10,2023,12,10,4,7,December,Sunday,High,Large,Premium,1,Winter,5289.58,406.89,13,395,5,3632.2,220,5
118,536379,248,35,14,44,16.51,726.44,12527,Portugal,TO17100,Toy Drive Spring,TO,2023-12-10,2023,12,10,4,7,December,Sunday,High,Large,Premium,1,Winter,5289.58,406.89,13,395,5,3632.2,220,5
119,536379,270,35,14,44,16.51,726.44,12527,EIRE,TO17100,Toy Drive Spring,TO,2023-12-10,2023,12,10,4,7,December,Sunday,High,Large,Premium,1,Winter,5289.58,406.89,13,395,5,3632.2,220,5
120,536379,302,35,14,44,16.51,726.44,12527,Norway,TO17100,Toy Drive Spring,TO,2023-12-10,2023,12,10,4,7,December,Sunday,High,Large,Premium,1,Winter,5289.58,406.89,13,395,5,3632.2,220,5
121,536380,15,36,15,16,5.19,83.04,12449,Portugal,TO24322,Unknown Product,TO,2023-04-23,2023,4,23,2,7,April,Sunday,Medium,Medium,Medium,1,Spring,2997.61,374.7,8,189,5,415.2,80,5
